400;0;198;
401;0;198;
402;0;197;
403;0;197;
404;0;196;
405;0;195;
406;0;194;
407;0;193;
408;0;193;
409;0;191;
410;0;190;
411;0;189;
412;0;188;
413;0;187;
414;0;187;
415;0;187;
416;0;186;
417;0;186;
418;0;186;
419;0;187;
420;0;187;
421;0;186;
422;0;188;
423;0;188;
424;0;189;
425;0;190;
426;0;191;
427;0;192;
428;0;192;
429;0;193;
430;0;194;
431;0;195;
432;0;197;
433;0;197;
434;0;199;
435;0;199;
436;0;201;
437;0;203;
438;0;204;
439;0;204;
440;0;206;
441;0;207;
442;0;208;
443;0;208;
444;0;209;
445;0;210;
446;0;210;
447;0;209;
448;0;209;
449;0;209;
450;0;208;
451;0;207;
452;0;206;
453;0;205;
454;0;205;
455;0;206;
456;0;204;
457;0;203;
458;0;203;
459;0;201;
460;0;201;
461;0;200;
462;0;198;
463;0;197;
464;0;196;
465;0;196;
466;0;195;
467;0;194;
468;0;194;
469;0;193;
470;0;192;
471;0;190;
472;0;190;
473;0;190;
474;0;189;
475;0;189;
476;0;188;
477;0;187;
478;0;187;
479;0;187;
480;0;187;
481;0;186;
482;0;185;
483;0;186;
484;0;186;
485;0;186;
486;0;186;
487;0;185;
488;0;186;
489;0;186;
490;0;187;
491;0;187;
492;0;187;
493;0;188;
494;0;187;
495;0;188;
496;0;189;
497;0;189;
498;0;190;
499;0;190;
500;0;191;
